,Country/Currency,currency,value,date
16449,Nicaragua Cordoba Oro,NIO,39.61461,03/04/2022
16450,Nigeria Naira,NGN,459.307516,03/04/2022
16451,North Korea Won,KPW,994.364113,03/04/2022
16452,Norway Kroner,NOK,9.622684,03/04/2022
16453,Oman Rial,OMR,0.42575,03/04/2022
16454,Pakistan Rupee,PKR,204.160161,03/04/2022
16455,Panama Balboa,PAB,1.106829,03/04/2022
16456,Papua New Guinea Kina,PGK,3.900854,03/04/2022
16457,Paraguay Guarani,PYG,7666.692264,03/04/2022
16458,Peru Nuevo Sol,PEN,4.071074,03/04/2022
16459,Philippines Peso,PHP,56.932536,03/04/2022
16460,Poland Zloty,PLN,4.639964,03/04/2022
16461,Qatar Rial,QAR,4.022753,03/04/2022
16462,Romania New Lei,RON,4.94806,03/04/2022
16463,Russia Rouble,RUB,94.740653,03/04/2022
16464,Rwanda Franc,RWF,1125.69101,03/04/2022
16465,Samoa Tala,WST,2.896964,03/04/2022
16466,Sao Tome/Principe Dobra,STD,22868.135016,03/04/2022
16467,Saudi Arabia Riyal,SAR,4.144687,03/04/2022
16468,Serbia Dinar,RSD,117.799168,03/04/2022
16469,Seychelles Rupee,SCR,15.937855,03/04/2022
16470,Sierra Leone Leone,SLL,13142.173449,03/04/2022
16471,Singapore Dollar,SGD,1.498944,03/04/2022
16472,Solomon Islands Dollar,SBD,8.863642,03/04/2022
16473,Somali Shilling,SOS,645.231642,03/04/2022
16474,South Africa Rand,ZAR,16.140534,03/04/2022
16475,South Korea Won,KRW,1347.66106,03/04/2022
16476,Sri Lanka Rupee,LKR,329.235217,03/04/2022
16477,St Helena Pound,SHP,1.52182,03/04/2022
16478,Sudan Pound,SDG,494.416004,03/04/2022
16479,Suriname Dollar,SRD,22.899053,03/04/2022
16480,Swaziland Lilangeni,SZL,16.160181,03/04/2022
16481,Sweden Krona,SEK,10.357254,03/04/2022
16482,Syria Pound,SYP,2775.380017,03/04/2022
16483,Taiwan Dollar,TWD,31.688939,03/04/2022
16484,Tanzania Shilling,TZS,2568.468923,03/04/2022
16485,Thailand Baht,THB,37.026758,03/04/2022
16486,Tonga Pa'anga,TOP,2.48707,03/04/2022
16487,Trinidad/Tobago Dollar,TTD,7.518575,03/04/2022
16488,Tunisia Dinar,TND,3.244891,03/04/2022
16489,Turkish New Lira,TRY,16.226356,03/04/2022
16490,Uganda Shilling,UGX,3957.06053,03/04/2022
16491,Ukraine Hryvnia,UAH,32.541687,03/04/2022
16492,Uruguay Peso,UYU,45.36428,03/04/2022
16493,United Arab Emirates Dirham,AED,4.058215,03/04/2022
16494,Vanuatu Vatu,VUV,126.081568,03/04/2022
16495,Vietnam Dong,VND,25233.636818,03/04/2022
16496,Yemen Rial,YER,276.48787,03/04/2022
16497,Zambia Kwacha,ZMK,9944.95868,03/04/2022
16498,Australia Dollar,AUD,1.453471,04/04/2022
16499,Great Britain Pound,GBP,0.836581,04/04/2022
16500,Euro,EUR,1.0,04/04/2022
16501,Japan Yen,JPY,134.748765,04/04/2022
16502,Switzerland Franc,CHF,1.016274,04/04/2022
16503,USA Dollar,USD,1.097249,04/04/2022
16504,Afghanistan Afghani,AFN,97.655245,04/04/2022
16505,Albania Lek,ALL,121.5782,04/04/2022
16506,Algeria Dinar,DZD,156.722611,04/04/2022
16507,Angola Kwanza,AOA,487.808555,04/04/2022
16508,Argentina Peso,ARS,122.426603,04/04/2022
16509,Armenia Dram,AMD,530.135989,04/04/2022
16510,Aruba Florin,AWG,1.975597,04/04/2022
16511,Azerbaijan New Manat,AZN,1.869825,04/04/2022
16512,Bahamas Dollar,BSD,1.09699,04/04/2022
16513,Bahrain Dinar,BHD,0.413815,04/04/2022
16514,Bangladesh Taka,BDT,94.591801,04/04/2022
16515,Barbados Dollar,BBD,2.215021,04/04/2022
16516,Belarus Ruble,BYR,21506.087703,04/04/2022
16517,Belize Dollar,BZD,2.211231,04/04/2022
16518,Bermuda Dollar,BMD,1.097249,04/04/2022
16519,Bhutan Ngultrum,BTN,82.849283,04/04/2022
16520,Bolivia Boliviano,BOB,7.542019,04/04/2022
16521,Bosnia Mark,BAM,1.950283,04/04/2022
16522,Botswana Pula,BWP,12.616732,04/04/2022
16523,Brazil Real,BRL,5.062048,04/04/2022
16524,Brunei Dollar,BND,1.489038,04/04/2022
16525,Bulgaria Lev,BGN,1.956658,04/04/2022
16526,Burundi Franc,BIF,2205.471239,04/04/2022
16527,CFA Franc BCEAO,XOF,651.220546,04/04/2022
16528,CFA Franc BEAC,XAF,654.084831,04/04/2022
16529,CFP Franc,XPF,119.956807,04/04/2022
16530,Cambodia Riel,KHR,4443.859792,04/04/2022
16531,Canada Dollar,CAD,1.369932,04/04/2022
16532,Cape Verde Escudo,CVE,110.658065,04/04/2022
16533,Cayman Islands Dollar,KYD,0.914208,04/04/2022
16534,Chili Peso,CLP,855.361171,04/04/2022
16535,China Yuan/Renminbi,CNY,6.98224,04/04/2022
16536,Colombia Peso,COP,4064.760301,04/04/2022
16537,Comoros Franc,KMF,492.500635,04/04/2022
16538,Congo Franc,CDF,2207.665586,04/04/2022
16539,Costa Rica Colon,CRC,728.056011,04/04/2022
16540,Croatia Kuna,HRK,7.543921,04/04/2022
16541,Cuba Convertible Peso,CUC,1.097249,04/04/2022
16542,Cuba Peso,CUP,29.077108,04/04/2022
16543,Czech Koruna,CZK,24.343025,04/04/2022
16544,Denmark Krone,DKK,7.437927,04/04/2022
16545,Djibouti Franc,DJF,195.002978,04/04/2022
16546,Dominican Republich Peso,DOP,60.403865,04/04/2022
16547,East Caribbean Dollar,XCD,2.965371,04/04/2022
16548,Egypt Pound,EGP,20.015697,04/04/2022
16549,El Salvador Colon,SVC,9.598003,04/04/2022
16550,Ethiopia Birr,ETB,56.014757,04/04/2022
16551,Falkland Islands Pound,FKP,0.841545,04/04/2022
16552,Fiji Dollar,FJD,2.286503,04/04/2022
16553,Gambia Dalasi,GMD,59.033687,04/04/2022
16554,Georgia Lari,GEL,3.379286,04/04/2022
16555,Ghana New Cedi,GHS,8.256811,04/04/2022
16556,Gibraltar Pound,GIP,0.841545,04/04/2022
16557,Guatemala Quetzal,GTQ,8.429694,04/04/2022
16558,Guinea Franc,GNF,9743.574507,04/04/2022
16559,Guyana Dollar,GYD,229.509357,04/04/2022
16560,Haiti Gourde,HTG,115.068739,04/04/2022
16561,Honduras Lempira,HNL,26.765956,04/04/2022
16562,Hong Kong Dollar,HKD,8.596785,04/04/2022
16563,Hungary Forint,HUF,369.145464,04/04/2022
16564,Iceland Krona,ISK,141.6494,04/04/2022
16565,India Rupee,INR,82.775062,04/04/2022
16566,Indonesia Rupiah,IDR,15726.655808,04/04/2022
16567,Iran Rial,IRR,46468.510782,04/04/2022
16568,Iraq Dinar,IQD,1602.532709,04/04/2022
16569,Israel New Shekel,ILS,3.521874,04/04/2022
16570,Jamaica Dollar,JMD,168.190192,04/04/2022
16571,Jordan Dinar,JOD,0.777981,04/04/2022
16572,Kazakhstan Tenge,KZT,512.993621,04/04/2022
16573,Kenya Shilling,KES,126.250344,04/04/2022
16574,Kuwait Dinar,KWD,0.333838,04/04/2022
16575,Kyrgyzstan Som,KGS,94.107452,04/04/2022
16576,Laos Kip,LAK,12931.08419,04/04/2022
16577,Lebanon Pound,LBP,1661.235868,04/04/2022
16578,Lesotho Loti,LSL,16.021056,04/04/2022
16579,Liberia Dollar,LRD,167.467675,04/04/2022
16580,Libya Dinar,LYD,5.118727,04/04/2022
16581,Macau Pataca,MOP,8.853459,04/04/2022
16582,Macedonia Denar,MKD,61.435795,04/04/2022
16583,Malagasy Ariary,MGA,4372.538258,04/04/2022
16584,Malawi Kwacha,MWK,889.322453,04/04/2022
16585,Malaysia Ringgit,MYR,4.627643,04/04/2022
16586,Maldives Rufiyaa,MVR,16.95273,04/04/2022
16587,Mauritania Ouguiya,MRO,391.717837,04/04/2022
16588,Mauritius Rupee,MUR,49.04482,04/04/2022
16589,Mexico Peso,MXN,21.733855,04/04/2022
16590,Moldova Leu,MDL,20.101365,04/04/2022
16591,Mongolia Tugrik,MNT,3158.731639,04/04/2022
16592,Morocco Dirham,MAD,10.696533,04/04/2022
16593,Mozambique New Metical,MZN,70.037348,04/04/2022
16594,Myanmar Kyat,MMK,1950.675268,04/04/2022
16595,NL Antilles Guilder,ANG,1.977077,04/04/2022
16596,Namibia Dollar,NAD,16.022687,04/04/2022
16597,Nepal Rupee,NPR,132.557209,04/04/2022
16598,New Zealand Dollar,NZD,1.576424,04/04/2022
16599,Nicaragua Cordoba Oro,NIO,39.204444,04/04/2022
16600,Nigeria Naira,NGN,456.148496,04/04/2022
16601,North Korea Won,KPW,987.52482,04/04/2022
16602,Norway Kroner,NOK,9.568024,04/04/2022
16603,Oman Rial,OMR,0.422501,04/04/2022
16604,Pakistan Rupee,PKR,201.372721,04/04/2022
16605,Panama Balboa,PAB,1.09699,04/04/2022
16606,Papua New Guinea Kina,PGK,3.851522,04/04/2022
16607,Paraguay Guarani,PYG,7597.093519,04/04/2022
16608,Peru Nuevo Sol,PEN,3.983563,04/04/2022
16609,Philippines Peso,PHP,56.335531,04/04/2022
16610,Poland Zloty,PLN,4.619151,04/04/2022
16611,Qatar Rial,QAR,3.995145,04/04/2022
16612,Romania New Lei,RON,4.942561,04/04/2022
16613,Russia Rouble,RUB,91.071277,04/04/2022
16614,Rwanda Franc,RWF,1122.486108,04/04/2022
16615,Samoa Tala,WST,2.877038,04/04/2022
16616,Sao Tome/Principe Dobra,STD,22710.846675,04/04/2022
16617,Saudi Arabia Riyal,SAR,4.11612,04/04/2022
16618,Serbia Dinar,RSD,117.729418,04/04/2022
16619,Seychelles Rupee,SCR,15.817136,04/04/2022
16620,Sierra Leone Leone,SLL,13040.80888,04/04/2022
16621,Singapore Dollar,SGD,1.488721,04/04/2022
16622,Solomon Islands Dollar,SBD,8.795621,04/04/2022
16623,Somali Shilling,SOS,642.988191,04/04/2022
16624,South Africa Rand,ZAR,16.002888,04/04/2022
16625,South Korea Won,KRW,1332.954981,04/04/2022
16626,Sri Lanka Rupee,LKR,323.505285,04/04/2022
16627,St Helena Pound,SHP,1.511355,04/04/2022
16628,Sudan Pound,SDG,489.91983,04/04/2022
16629,Suriname Dollar,SRD,22.69883,04/04/2022
16630,Swaziland Lilangeni,SZL,16.01475,04/04/2022
16631,Sweden Krona,SEK,10.341356,04/04/2022
16632,Syria Pound,SYP,2756.290794,04/04/2022
16633,Taiwan Dollar,TWD,31.426865,04/04/2022
16634,Tanzania Shilling,TZS,2553.299384,04/04/2022
16635,Thailand Baht,THB,36.733749,04/04/2022
16636,Tonga Pa'anga,TOP,2.471665,04/04/2022
16637,Trinidad/Tobago Dollar,TTD,7.449082,04/04/2022
16638,Tunisia Dinar,TND,3.281321,04/04/2022
16639,Turkish New Lira,TRY,16.116174,04/04/2022
16640,Uganda Shilling,UGX,3899.624968,04/04/2022
16641,Ukraine Hryvnia,UAH,32.249928,04/04/2022
16642,Uruguay Peso,UYU,45.126071,04/04/2022
16643,United Arab Emirates Dirham,AED,4.03017,04/04/2022
16644,Vanuatu Vatu,VUV,125.214372,04/04/2022
16645,Vietnam Dong,VND,25069.405041,04/04/2022
16646,Yemen Rial,YER,274.586895,04/04/2022
16647,Zambia Kwacha,ZMK,9876.562672,04/04/2022
16648,Australia Dollar,AUD,1.436501,05/04/2022
16649,Great Britain Pound,GBP,0.833806,05/04/2022
16650,Euro,EUR,1.0,05/04/2022
16651,Japan Yen,JPY,134.776861,05/04/2022
16652,Switzerland Franc,CHF,1.013466,05/04/2022
16653,USA Dollar,USD,1.090441,05/04/2022
16654,Afghanistan Afghani,AFN,96.494723,05/04/2022
16655,Albania Lek,ALL,119.516339,05/04/2022
16656,Algeria Dinar,DZD,155.975393,05/04/2022
16657,Angola Kwanza,AOA,484.150329,05/04/2022
16658,Argentina Peso,ARS,121.803415,05/04/2022
16659,Armenia Dram,AMD,525.145684,05/04/2022
16660,Aruba Florin,AWG,1.962794,05/04/2022
16661,Azerbaijan New Manat,AZN,1.81686,05/04/2022
16662,Bahamas Dollar,BSD,1.090317,05/04/2022
16663,Bahrain Dinar,BHD,0.411159,05/04/2022
16664,Bangladesh Taka,BDT,93.974744,05/04/2022
16665,Barbados Dollar,BBD,2.201406,05/04/2022
16666,Belarus Ruble,BYR,21372.641476,05/04/2022
16667,Belize Dollar,BZD,2.197648,05/04/2022
16668,Bermuda Dollar,BMD,1.090441,05/04/2022
16669,Bhutan Ngultrum,BTN,82.109158,05/04/2022
16670,Bolivia Boliviano,BOB,7.495685,05/04/2022
16671,Bosnia Mark,BAM,1.943817,05/04/2022
16672,Botswana Pula,BWP,12.48869,05/04/2022
16673,Brazil Real,BRL,5.076987,05/04/2022
16674,Brunei Dollar,BND,1.478126,05/04/2022
16675,Bulgaria Lev,BGN,1.954446,05/04/2022
16676,Burundi Franc,BIF,2197.238397,05/04/2022
16677,CFA Franc BCEAO,XOF,642.827263,05/04/2022
16678,CFA Franc BEAC,XAF,651.954715,05/04/2022
16679,CFP Franc,XPF,117.767754,05/04/2022
16680,Cambodia Riel,KHR,4421.737587,05/04/2022
16681,Canada Dollar,CAD,1.360052,05/04/2022
16682,Cape Verde Escudo,CVE,108.989683,05/04/2022
16683,Cayman Islands Dollar,KYD,0.908597,05/04/2022
16684,Chili Peso,CLP,858.122388,05/04/2022
16685,China Yuan/Renminbi,CNY,6.93935,05/04/2022
16686,Colombia Peso,COP,4070.583135,05/04/2022
16687,Comoros Franc,KMF,484.537541,05/04/2022
16688,Congo Franc,CDF,2191.786345,05/04/2022
16689,Costa Rica Colon,CRC,718.5759,05/04/2022
16690,Croatia Kuna,HRK,7.541519,05/04/2022
16691,Cuba Convertible Peso,CUC,1.090441,05/04/2022
16692,Cuba Peso,CUP,28.896684,05/04/2022
16693,Czech Koruna,CZK,24.364821,05/04/2022
16694,Denmark Krone,DKK,7.437276,05/04/2022
16695,Djibouti Franc,DJF,193.793058,05/04/2022
16696,Dominican Republich Peso,DOP,60.028538,05/04/2022
16697,East Caribbean Dollar,XCD,2.946971,05/04/2022
16698,Egypt Pound,EGP,19.890743,05/04/2022
16699,El Salvador Colon,SVC,9.539867,05/04/2022
16700,Ethiopia Birr,ETB,55.623416,05/04/2022
16701,Falkland Islands Pound,FKP,0.836323,05/04/2022
16702,Fiji Dollar,FJD,2.26948,05/04/2022
16703,Gambia Dalasi,GMD,58.661771,05/04/2022
16704,Georgia Lari,GEL,3.383922,05/04/2022
16705,Ghana New Cedi,GHS,8.20553,05/04/2022
16706,Gibraltar Pound,GIP,0.836323,05/04/2022
16707,Guatemala Quetzal,GTQ,8.378634,05/04/2022
16708,Guinea Franc,GNF,9691.292133,05/04/2022
16709,Guyana Dollar,GYD,228.092442,05/04/2022
16710,Haiti Gourde,HTG,115.56637,05/04/2022
16711,Honduras Lempira,HNL,26.573901,05/04/2022
16712,Hong Kong Dollar,HKD,8.544531,05/04/2022
16713,Hungary Forint,HUF,376.226156,05/04/2022
16714,Iceland Krona,ISK,140.797677,05/04/2022
16715,India Rupee,INR,82.260575,05/04/2022
16716,Indonesia Rupiah,IDR,15655.896057,05/04/2022
16717,Iran Rial,IRR,46180.172124,05/04/2022
16718,Iraq Dinar,IQD,1592.043702,05/04/2022
16719,Israel New Shekel,ILS,3.494847,05/04/2022
16720,Jamaica Dollar,JMD,167.141338,05/04/2022
16721,Jordan Dinar,JOD,0.773155,05/04/2022
16722,Kazakhstan Tenge,KZT,509.098355,05/04/2022
16723,Kenya Shilling,KES,125.509665,05/04/2022
16724,Kuwait Dinar,KWD,0.331996,05/04/2022
16725,Kyrgyzstan Som,KGS,93.446276,05/04/2022
16726,Laos Kip,LAK,12812.680599,05/04/2022
16727,Lebanon Pound,LBP,1650.927336,05/04/2022
16728,Lesotho Loti,LSL,15.963742,05/04/2022
16729,Liberia Dollar,LRD,166.488191,05/04/2022
16730,Libya Dinar,LYD,5.059649,05/04/2022
16731,Macau Pataca,MOP,8.796082,05/04/2022
16732,Macedonia Denar,MKD,61.237106,05/04/2022
16733,Malagasy Ariary,MGA,4345.406763,05/04/2022
16734,Malawi Kwacha,MWK,891.433719,05/04/2022
16735,Malaysia Ringgit,MYR,4.585089,05/04/2022
16736,Maldives Rufiyaa,MVR,16.847209,05/04/2022
16737,Mauritania Ouguiya,MRO,389.287211,05/04/2022
16738,Mauritius Rupee,MUR,49.015096,05/04/2022
16739,Mexico Peso,MXN,21.764775,05/04/2022
16740,Moldova Leu,MDL,20.00586,05/04/2022
16741,Mongolia Tugrik,MNT,3139.131569,05/04/2022
16742,Morocco Dirham,MAD,10.590906,05/04/2022
16743,Mozambique New Metical,MZN,69.60246,05/04/2022
16744,Myanmar Kyat,MMK,1938.64083,05/04/2022
16745,NL Antilles Guilder,ANG,1.964884,05/04/2022
16746,Namibia Dollar,NAD,15.963773,05/04/2022
16747,Nepal Rupee,NPR,131.374493,05/04/2022
16748,New Zealand Dollar,NZD,1.567056,05/04/2022
16749,Nicaragua Cordoba Oro,NIO,38.939545,05/04/2022
16750,Nigeria Naira,NGN,453.318393,05/04/2022
16751,North Korea Won,KPW,981.397184,05/04/2022
16752,Norway Kroner,NOK,9.541243,05/04/2022
16753,Oman Rial,OMR,0.41982,05/04/2022
16754,Pakistan Rupee,PKR,199.959605,05/04/2022
16755,Panama Balboa,PAB,1.090317,05/04/2022
16756,Papua New Guinea Kina,PGK,3.838496,05/04/2022
16757,Paraguay Guarani,PYG,7539.309507,05/04/2022
16758,Peru Nuevo Sol,PEN,4.035175,05/04/2022
16759,Philippines Peso,PHP,56.097756,05/04/2022
16760,Poland Zloty,PLN,4.650447,05/04/2022
16761,Qatar Rial,QAR,3.970248,05/04/2022
16762,Romania New Lei,RON,4.943298,05/04/2022
16763,Russia Rouble,RUB,91.596902,05/04/2022
16764,Rwanda Franc,RWF,1109.523607,05/04/2022
16765,Samoa Tala,WST,2.859186,05/04/2022
16766,Sao Tome/Principe Dobra,STD,22569.924865,05/04/2022
16767,Saudi Arabia Riyal,SAR,4.09039,05/04/2022
16768,Serbia Dinar,RSD,117.740017,05/04/2022
16769,Seychelles Rupee,SCR,15.71886,05/04/2022
16770,Sierra Leone Leone,SLL,12948.98611,05/04/2022
16771,Singapore Dollar,SGD,1.481702,05/04/2022
16772,Solomon Islands Dollar,SBD,8.748057,05/04/2022
16773,Somali Shilling,SOS,636.817229,05/04/2022
16774,South Africa Rand,ZAR,16.004732,05/04/2022
16775,South Korea Won,KRW,1329.354963,05/04/2022
16776,Sri Lanka Rupee,LKR,327.077306,05/04/2022
16777,St Helena Pound,SHP,1.501974,05/04/2022
16778,Sudan Pound,SDG,487.966971,05/04/2022
16779,Suriname Dollar,SRD,22.620097,05/04/2022
16780,Swaziland Lilangeni,SZL,15.963895,05/04/2022
16781,Sweden Krona,SEK,10.277844,05/04/2022
16782,Syria Pound,SYP,2739.187888,05/04/2022
16783,Taiwan Dollar,TWD,31.298383,05/04/2022
16784,Tanzania Shilling,TZS,2532.003917,05/04/2022
16785,Thailand Baht,THB,36.582111,05/04/2022
16786,Tonga Pa'anga,TOP,2.450768,05/04/2022
16787,Trinidad/Tobago Dollar,TTD,7.37489,05/04/2022
16788,Tunisia Dinar,TND,3.232618,05/04/2022
16789,Turkish New Lira,TRY,16.060556,05/04/2022
16790,Uganda Shilling,UGX,3870.433312,05/04/2022
16791,Ukraine Hryvnia,UAH,32.053007,05/04/2022
16792,Uruguay Peso,UYU,44.847452,05/04/2022
16793,United Arab Emirates Dirham,AED,4.005219,05/04/2022
16794,Vanuatu Vatu,VUV,124.437411,05/04/2022
16795,Vietnam Dong,VND,24943.835396,05/04/2022
16796,Yemen Rial,YER,272.882397,05/04/2022
16797,Zambia Kwacha,ZMK,9815.2716,05/04/2022
16798,Australia Dollar,AUD,1.444143,06/04/2022
16799,Great Britain Pound,GBP,0.834785,06/04/2022
16800,Euro,EUR,1.0,06/04/2022
16801,Japan Yen,JPY,135.150922,06/04/2022
16802,Switzerland Franc,CHF,1.018132,06/04/2022
16803,USA Dollar,USD,1.091287,06/04/2022
16804,Afghanistan Afghani,AFN,96.578817,06/04/2022
16805,Albania Lek,ALL,121.542061,06/04/2022
16806,Algeria Dinar,DZD,155.753868,06/04/2022
16807,Angola Kwanza,AOA,484.525731,06/04/2022
16808,Argentina Peso,ARS,122.053392,06/04/2022
16809,Armenia Dram,AMD,523.14036,06/04/2022
16810,Aruba Florin,AWG,1.964316,06/04/2022
16811,Azerbaijan New Manat,AZN,1.832052,06/04/2022
16812,Bahamas Dollar,BSD,1.091037,06/04/2022
16813,Bahrain Dinar,BHD,0.411452,06/04/2022
16814,Bangladesh Taka,BDT,94.081942,06/04/2022
16815,Barbados Dollar,BBD,2.20297,06/04/2022
16816,Belarus Ruble,BYR,21389.215957,06/04/2022
16817,Belize Dollar,BZD,2.199271,06/04/2022
16818,Bermuda Dollar,BMD,1.091287,06/04/2022
16819,Bhutan Ngultrum,BTN,82.674819,06/04/2022
16820,Bolivia Boliviano,BOB,7.512425,06/04/2022
16821,Bosnia Mark,BAM,1.95568,06/04/2022
16822,Botswana Pula,BWP,12.570523,06/04/2022
16823,Brazil Real,BRL,5.13461,06/04/2022
16824,Brunei Dollar,BND,1.482973,06/04/2022
16825,Bulgaria Lev,BGN,1.952421,06/04/2022
16826,Burundi Franc,BIF,2198.942355,06/04/2022
16827,CFA Franc BCEAO,XOF,650.952309,06/04/2022
16828,CFA Franc BEAC,XAF,655.90082,06/04/2022
16829,CFP Franc,XPF,119.87816,06/04/2022
16830,Cambodia Riel,KHR,4425.167129,06/04/2022
16831,Canada Dollar,CAD,1.36515,06/04/2022
16832,Cape Verde Escudo,CVE,110.547818,06/04/2022
16833,Cayman Islands Dollar,KYD,0.909222,06/04/2022
16834,Chili Peso,CLP,865.805085,06/04/2022
16835,China Yuan/Renminbi,CNY,6.937855,06/04/2022
16836,Colombia Peso,COP,4095.78386,06/04/2022
16837,Comoros Franc,KMF,492.988683,06/04/2022
16838,Congo Franc,CDF,2193.486406,06/04/2022
16839,Costa Rica Colon,CRC,715.03289,06/04/2022
16840,Croatia Kuna,HRK,7.549484,06/04/2022
16841,Cuba Convertible Peso,CUC,1.091287,06/04/2022
16842,Cuba Peso,CUP,28.919093,06/04/2022
16843,Czech Koruna,CZK,24.437192,06/04/2022
16844,Denmark Krone,DKK,7.437161,06/04/2022
16845,Djibouti Franc,DJF,194.245142,06/04/2022
16846,Dominican Republich Peso,DOP,60.075418,06/04/2022
16847,East Caribbean Dollar,XCD,2.949257,06/04/2022
16848,Egypt Pound,EGP,20.003613,06/04/2022
16849,El Salvador Colon,SVC,9.54657,06/04/2022
16850,Ethiopia Birr,ETB,55.765111,06/04/2022
16851,Falkland Islands Pound,FKP,0.836972,06/04/2022
16852,Fiji Dollar,FJD,2.275002,06/04/2022
16853,Gambia Dalasi,GMD,58.707647,06/04/2022
16854,Georgia Lari,GEL,3.366639,06/04/2022
16855,Ghana New Cedi,GHS,8.211903,06/04/2022
16856,Gibraltar Pound,GIP,0.836972,06/04/2022
16857,Guatemala Quetzal,GTQ,8.379859,06/04/2022
16858,Guinea Franc,GNF,9690.624774,06/04/2022
16859,Guyana Dollar,GYD,228.282539,06/04/2022
16860,Haiti Gourde,HTG,117.297028,06/04/2022
16861,Honduras Lempira,HNL,26.682311,06/04/2022
16862,Hong Kong Dollar,HKD,8.553231,06/04/2022
16863,Hungary Forint,HUF,379.082375,06/04/2022
16864,Iceland Krona,ISK,141.398182,06/04/2022
16865,India Rupee,INR,82.944706,06/04/2022
16866,Indonesia Rupiah,IDR,15685.006709,06/04/2022
16867,Iran Rial,IRR,46215.984141,06/04/2022
16868,Iraq Dinar,IQD,1593.278331,06/04/2022
16869,Israel New Shekel,ILS,3.532451,06/04/2022
16870,Jamaica Dollar,JMD,167.590645,06/04/2022
16871,Jordan Dinar,JOD,0.773705,06/04/2022
16872,Kazakhstan Tenge,KZT,507.661169,06/04/2022
16873,Kenya Shilling,KES,125.727136,06/04/2022
16874,Kuwait Dinar,KWD,0.332548,06/04/2022
16875,Kyrgyzstan Som,KGS,99.25862,06/04/2022
16876,Laos Kip,LAK,12901.735817,06/04/2022
16877,Lebanon Pound,LBP,1651.116225,06/04/2022
16878,Lesotho Loti,LSL,16.030598,06/04/2022
16879,Liberia Dollar,LRD,166.476089,06/04/2022
16880,Libya Dinar,LYD,5.09638,06/04/2022
16881,Macau Pataca,MOP,8.808246,06/04/2022
16882,Macedonia Denar,MKD,61.610287,06/04/2022
16883,Malagasy Ariary,MGA,4348.776632,06/04/2022
16884,Malawi Kwacha,MWK,885.58354,06/04/2022
16885,Malaysia Ringgit,MYR,4.59486,06/04/2022
16886,Maldives Rufiyaa,MVR,16.871541,06/04/2022
16887,Mauritania Ouguiya,MRO,389.589103,06/04/2022
16888,Mauritius Rupee,MUR,48.94401,06/04/2022
16889,Mexico Peso,MXN,21.86327,06/04/2022
16890,Moldova Leu,MDL,20.022269,06/04/2022
16891,Mongolia Tugrik,MNT,3141.565965,06/04/2022
16892,Morocco Dirham,MAD,10.592573,06/04/2022
16893,Mozambique New Metical,MZN,69.656683,06/04/2022
16894,Myanmar Kyat,MMK,1940.178019,06/04/2022
16895,NL Antilles Guilder,ANG,1.96645,06/04/2022
16896,Namibia Dollar,NAD,16.030731,06/04/2022
16897,Nepal Rupee,NPR,132.27967,06/04/2022
16898,New Zealand Dollar,NZD,1.573848,06/04/2022
16899,Nicaragua Cordoba Oro,NIO,38.991722,06/04/2022
16900,Nigeria Naira,NGN,453.669367,06/04/2022
16901,North Korea Won,KPW,982.158258,06/04/2022
16902,Norway Kroner,NOK,9.56888,06/04/2022
16903,Oman Rial,OMR,0.420155,06/04/2022
16904,Pakistan Rupee,PKR,202.433836,06/04/2022
16905,Panama Balboa,PAB,1.091037,06/04/2022
16906,Papua New Guinea Kina,PGK,3.835844,06/04/2022
16907,Paraguay Guarani,PYG,7534.523691,06/04/2022
16908,Peru Nuevo Sol,PEN,4.037215,06/04/2022
16909,Philippines Peso,PHP,56.063205,06/04/2022
16910,Poland Zloty,PLN,4.649383,06/04/2022
16911,Qatar Rial,QAR,3.973382,06/04/2022
16912,Romania New Lei,RON,4.942871,06/04/2022
16913,Russia Rouble,RUB,91.118605,06/04/2022
16914,Rwanda Franc,RWF,1116.386119,06/04/2022
16915,Samoa Tala,WST,2.861403,06/04/2022
16916,Sao Tome/Principe Dobra,STD,22587.427839,06/04/2022
16917,Saudi Arabia Riyal,SAR,4.09314,06/04/2022
16918,Serbia Dinar,RSD,117.72742,06/04/2022
16919,Seychelles Rupee,SCR,15.730482,06/04/2022
16920,Sierra Leone Leone,SLL,12969.940025,06/04/2022
16921,Singapore Dollar,SGD,1.483413,06/04/2022
16922,Solomon Islands Dollar,SBD,8.744306,06/04/2022
16923,Somali Shilling,SOS,639.494097,06/04/2022
16924,South Africa Rand,ZAR,16.012764,06/04/2022
16925,South Korea Won,KRW,1329.110551,06/04/2022
16926,Sri Lanka Rupee,LKR,327.328963,06/04/2022
16927,St Helena Pound,SHP,1.503134,06/04/2022
16928,Sudan Pound,SDG,488.350324,06/04/2022
16929,Suriname Dollar,SRD,22.566738,06/04/2022
